Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
4347 pointer: 000001ECE2330629, len: 29 <   Portrayed contemporary man>
4348 pointer: 000001ECE232AC2B, len: 32 <   Eugene directs the trusty man>
4349 pointer: 000001ECE232B6CC, len: 34 <   Four deadly paces do they span;>
4350 pointer: 000001ECE233A7A0, len: 31 <   I feel, allotted is my span;>
4351 pointer: 000001ECE23046FE, len: 33 <   Deep into debt his father ran;>
4352 pointer: 000001ECE2318420, len: 65 <   [Note 40: The ''Blago-Namierenni,'' or ''Well-Wisher,'' was an>
4353 pointer: 000001ECE230D4DB, len: 36 <   Two cupboards, table, soft divan,>
4354 pointer: 000001ECE2316279, len: 33 <   ''Why, as God ordered! My Ivan>
4355 pointer: 000001ECE231ABF6, len: 62 <   [Note 44: The _samovar_, i.e. ''self-boiler,'' is merely an>
4356 pointer: 000001ECE2322443, len: 37 <   But when Tattiana's hand had ta'en>
4357 pointer: 000001ECE2327943, len: 38 <   And satisfied with vengeance ta'en.>
4358 pointer: 000001ECE232C981, len: 39 <   A friendly hand thy life hath ta'en!>
4359 pointer: 000001ECE232F280, len: 35 <   Away, Tattiana, hath been ta'en.>
4360 pointer: 000001ECE2326ABC, len: 43 <   But scarce had maids their saucers ta'en>
4361 pointer: 000001ECE230B111, len: 54 <   the Winter Palace to the Summer Palace and Garden.]>
4362 pointer: 000001ECE23077CC, len: 27 <   Portray the solitary den>
4363 pointer: 000001ECE23172C5, len: 31 <   Perchance upon the Neva e'en>
4364 pointer: 000001ECE2311719, len: 41 <   In her friends' albums, time had been,>
4365 pointer: 000001ECE230D03E, len: 41 <   There friends of pure delight had been>
4366 pointer: 000001ECE2337658, len: 65 <   appropriate, or at any rate explanatory title, would have been>
4367 pointer: 000001ECE23290AB, len: 33 <   Assuredly should not have been>
4368 pointer: 000001ECE23373CB, len: 35 <   The butt of scandal having been,>
4369 pointer: 000001ECE231BD6C, len: 28 <   Had a deluded victim been>
4370 pointer: 000001ECE23197E8, len: 34 <   A fond and careful mother been.>
4371 pointer: 000001ECE2310141, len: 29 <   Obedient she had ever been>
4372 pointer: 000001ECE230C44B, len: 37 <   And fields my joys have ever been;>
4373 pointer: 000001ECE231BBEF, len: 33 <   Which never have existed, e'en>
4374 pointer: 000001ECE23197C4, len: 34 <   Become a faithful wife and e'en>
4375 pointer: 000001ECE2324493, len: 46 <   ''Come,'' she cried, ''sister, tell me e'en>
4376 pointer: 000001ECE2308D4F, len: 36 <   My joy in youth was fleeting e'en>
4377 pointer: 000001ECE23315F1, len: 37 <   Came forth in all her magic sheen.>
4378 pointer: 000001ECE233D58C, len: 35 <   Repose from labour, satire keen,>
4379 pointer: 000001ECE233D2CF, len: 32 <   What a storm of emotions keen>
4380 pointer: 000001ECE23040EB, len: 17 <     'The Spleen'>
4381 pointer: 000001ECE2309FB2, len: 44 <   Their looks alone produce the spleen.(16)>
4382 pointer: 000001ECE2309C13, len: 37 <   Was nothing but the British spleen>
4383 pointer: 000001ECE230D08F, len: 37 <   The lonely mansion-house to screen>
4384 pointer: 000001ECE23315C8, len: 39 <   It blew: it howled: till winter e'en>
4385 pointer: 000001ECE2311CCD, len: 32 <   Upon a bunch of lovage green;>
4386 pointer: 000001ECE2308D75, len: 41 <   As your light footprints on the green.>
4387 pointer: 000001ECE2308F39, len: 38 <   In springtime on the meadows green,>
4388 pointer: 000001ECE23341E9, len: 39 <   But plainer girls they oft had seen.>
4389 pointer: 000001ECE232B023, len: 35 <   To this arrangement can be seen,>
4390 pointer: 000001ECE23245D8, len: 39 <   Nor precepts sage nor pictures e'en,>
4391 pointer: 000001ECE23172E6, len: 34 <   Similar dames ye may have seen.>
4392 pointer: 000001ECE23244C3, len: 39 <   Whom you in slumber may have seen.''>
4393 pointer: 000001ECE2315868, len: 36 <   The torment born of crime unseen,>
4394 pointer: 000001ECE2338275, len: 44 <   How! from the waste of steppes unseen,''->
4395 pointer: 000001ECE230D0B6, len: 37 <   From gales a hill behind was seen;>
4396 pointer: 000001ECE2306182, len: 36 <   Before him red roast beef is seen>
4397 pointer: 000001ECE2333ED2, len: 39 <   But nothing changed in them is seen,>
4398 pointer: 000001ECE230798F, len: 36 <   Philosopher just turned eighteen.>
4399 pointer: 000001ECE231BC12, len: 33 <   In little maidens of thirteen?>
4400 pointer: 000001ECE2309BCD, len: 33 <   His malady, whose cause I ween>
4401 pointer: 000001ECE233B0CE, len: 34 <   Writ in my honour now and then->
4402 pointer: 000001ECE2311154, len: 37 <   Her husband was a bridegroom then,>
4403 pointer: 000001ECE233C867, len: 34 <   ''Oneguine, I was younger then,>
4404 pointer: 000001ECE230A7C4, len: 39 <   His friendship I acquired just then;>
4405 pointer: 000001ECE230F144, len: 34 <   The cold reply with gloomy mien>
4406 pointer: 000001ECE231B39D, len: 26 <   Approach not to hearken>
4407 pointer: 000001ECE2311130, len: 34 <   The tale of these romantic men;>
4408 pointer: 000001ECE2337414, len: 30 <   To pass with reasonable men>
4409 pointer: 000001ECE233B0F2, len: 30 <   _E sempre bene_, gentlemen!>
4410 pointer: 000001ECE231737C, len: 31 <   Amid submissive herds of men>
4411 pointer: 000001ECE231D4D3, len: 33 <   Whom, as the custom is of men,>
4412 pointer: 000001ECE230A77E, len: 36 <   Having abjured the haunts of men,>
4413 pointer: 000001ECE230A441, len: 29 <   And isolated from all men,>
4414 pointer: 000001ECE2309F96, len: 26 <   So inaccessible to men,>
4415 pointer: 000001ECE230A06C, len: 67 <   _refined eulogy_ of the excellent qualities of our countrywomen.>
4416 pointer: 000001ECE23188F5, len: 36 <   Is no more cherished amongst men.>
4417 pointer: 000001ECE232CEF4, len: 38 <   Where is the outlaw, banned by men,>
4418 pointer: 000001ECE232F505, len: 29 <   The poet fell; already men>
4419 pointer: 000001ECE230A460, len: 31 <   Yawning betook him to a pen.>
4420 pointer: 000001ECE23188CE, len: 37 <   I know that Parny's tender pen(42)>
4421 pointer: 000001ECE2331A16, len: 41 <   Of serfs the farewell wail have given.>
4422 pointer: 000001ECE232F545, len: 35 <   Another his betrothed was given;>
4423 pointer: 000001ECE231DD33, len: 29 <   The imagination to enliven>
4424 pointer: 000001ECE2331A41, len: 40 <   Nags eighteen to the door are driven.>
4425 pointer: 000001ECE231DD9E, len: 34 <   By sympathy I have been driven.>
4426 pointer: 000001ECE232F56A, len: 36 <   The memory of the bard was driven>
4427 pointer: 000001ECE23065CF, len: 25 <   Oneguine was a citizen>
4428 pointer: 000001ECE23057CF, len: 39 <   How deftly could he transport feign!>
4429 pointer: 000001ECE230F50F, len: 39 <   An exile from their troublous reign,>
4430 pointer: 000001ECE23273B7, len: 30 <   Olga and Tania led. Malign,>
4431 pointer: 000001ECE2305B0C, len: 32 <   How bitterly he would malign,>
4432 pointer: 000001ECE23391E2, len: 37 <   With roses, caps and looks malign;>
4433 pointer: 000001ECE2307F4B, len: 39 <   Dreading the world's remarks malign,>
4434 pointer: 000001ECE2323C76, len: 35 <   All bustle when he makes a sign:>
4435 pointer: 000001ECE231E2AB, len: 38 <   Landscapes thereon he would design,>
4436 pointer: 000001ECE2328895, len: 38 <   At times talk nonsense with design;>
4437 pointer: 000001ECE2319ED1, len: 30 <   But boldly I myself resign:>
4438 pointer: 000001ECE231982B, len: 36 <   My heart's allegiance can resign,>
4439 pointer: 000001ECE2319EF1, len: 34 <   Thine honour is my countersign!>
4440 pointer: 000001ECE23254AD, len: 36 <   Men opposite. The cross they sign>
4441 pointer: 000001ECE23130F6, len: 31 <   My gratitude do not disdain,>
4442 pointer: 000001ECE231943F, len: 35 <   To crush me with a just disdain.>
4443 pointer: 000001ECE231CBFC, len: 32 <   Listen to me without disdain.>
4444 pointer: 000001ECE2334EFA, len: 38 <   And she to whom my lyre would fain,>
4445 pointer: 000001ECE2307811, len: 45 <   Dressed him, undressed, and dressed again?>
4446 pointer: 000001ECE23089DB, len: 36 <   Should dearly like a dance again.>
4447 pointer: 000001ECE2331E37, len: 37 <   Shall I behold thee once again?''->
4448 pointer: 000001ECE231C2F4, len: 31 <   But to the garden once again>
4449 pointer: 000001ECE2317524, len: 32 <   The youthful lover once again>
4450 pointer: 000001ECE23278FD, len: 34 <   Oneguine, bored to death again,>
4451 pointer: 000001ECE2323A05, len: 35 <   A dwarf adorned with tail, again>
4452 pointer: 000001ECE23374BE, len: 30 <   Oneguine-take him up again->
4453 pointer: 000001ECE231D539, len: 35 <   That until Christmas comes again>
4454 pointer: 000001ECE23057AD, len: 32 <   Of love again, and yet again;>
4455 pointer: 000001ECE231CC1E, len: 33 <   A maid hath oft, may yet again>
4456 pointer: 000001ECE2312E9F, len: 30 <   And agitate my heart again;>
4457 pointer: 000001ECE23261A7, len: 33 <   Or if he meant to flirt again,>
4458 pointer: 000001ECE231C46D, len: 32 <   It wakens in my breast again.>
4459 pointer: 000001ECE2323D3B, len: 31 <   Tattiana courage doth regain>
4460 pointer: 000001ECE231C4D4, len: 30 <   By an avowal just as plain.>
4461 pointer: 000001ECE2323D15, len: 36 <   He there is master-that is plain;>
4462 pointer: 000001ECE2328E52, len: 36 <   Zaretski rose, nor would explain,>
4463 pointer: 000001ECE233C779, len: 38 <   Without disguise ourselves explain.>
4464 pointer: 000001ECE232F4E1, len: 34 <   Detest him for a brother slain?>
4465 pointer: 000001ECE232C944, len: 34 <   Alas! the youthful lover slain,>
4466 pointer: 000001ECE232CF62, len: 42 <   By whom the youthful bard was slain?''->
4467 pointer: 000001ECE23173BB, len: 31 <   Who selfishly unmoved remain>
4468 pointer: 000001ECE23193F3, len: 34 <   Can lower depths beyond remain?>
4469 pointer: 000001ECE23107C5, len: 36 <   Would she in silence long remain.>
4470 pointer: 000001ECE233408F, len: 33 <   As deaf and silly doth remain,>
4471 pointer: 000001ECE233A0FC, len: 30 <   He obstinately will remain,>
4472 pointer: 000001ECE233A7C1, len: 36 <   But, that life longer may remain,>
4473 pointer: 000001ECE2310F98, len: 35 <   And gave himself but little pain>
4474 pointer: 000001ECE2312EBF, len: 39 <   And thus it is 'twould cause me pain>
4475 pointer: 000001ECE233CAD3, len: 33 <   Me now, inflict upon me pain?->
4476 pointer: 000001ECE230FBC8, len: 33 <   And an habitual sense of pain;>
4477 pointer: 000001ECE231D93C, len: 33 <   Spare yourself unavailing pain>
4478 pointer: 000001ECE2316A03, len: 41 <   ''My darling child, thou art in pain.->
4479 pointer: 000001ECE233ACA6, len: 43 <   Where, where, remorse, compassion, pain?>
4480 pointer: 000001ECE2326181, len: 36 <   I know not if his heart felt pain>
4481 pointer: 000001ECE2309B53, len: 37 <   And, though a plucky scatterbrain,>
4482 pointer: 000001ECE23318E0, len: 44 <   Kibitkas three, the accustomed train,(71)>
4483 pointer: 000001ECE23245B4, len: 34 <   The bard's enthusiastic strain,>
4484 pointer: 000001ECE2326B10, len: 40 <   Of bassoons and of flutes the strain.>
4485 pointer: 000001ECE232F236, len: 34 <   After the wedded couple strain;>
4486 pointer: 000001ECE233AC35, len: 39 <   Oh, how her lips compressed restrain>
4487 pointer: 000001ECE23169DA, len: 39 <   Behold, my sobs I scarce restrain-''>
4488 pointer: 000001ECE2331E5E, len: 34 <   Tattiana tears cannot restrain.>
4489 pointer: 000001ECE2334F22, len: 38 <   Yet dares not, dedicate its strain,>
4490 pointer: 000001ECE2324956, len: 38 <   The dream left terror in its train.>
4491 pointer: 000001ECE232246A, len: 39 <   A ring she heard the ancient strain:>
4492 pointer: 000001ECE2337492, len: 42 <   Or e'en the ''Demon'' of my strain.(81)>
4493 pointer: 000001ECE23249A2, len: 33 <   Tania the meaning would obtain>
4494 pointer: 000001ECE230A5F4, len: 34 <   A case of books he doth obtain->
4495 pointer: 000001ECE233C8AE, len: 33 <   I loved you-what did I obtain?>
4496 pointer: 000001ECE231315A, len: 34 <   My light productions to retain,>
4497 pointer: 000001ECE232458E, len: 36 <   Although her book did not contain>
4498 pointer: 000001ECE233190E, len: 34 <   The household property contain:>
4499 pointer: 000001ECE2310FBD, len: 35 <   His daughter's book to ascertain>
4500 pointer: 000001ECE2326FC4, len: 36 <   Pair after pair the race sustain.>
4501 pointer: 000001ECE23276A5, len: 39 <   Lenski the stroke could not sustain,>
4502 pointer: 000001ECE2317546, len: 31 <   Pursues phantasmagoria vain.>
4503 pointer: 000001ECE230FBEB, len: 35 <   And distance interposed in vain,>
4504 pointer: 000001ECE233A11C, len: 43 <   Still hopes, endeavours, though in vain.>
4505 pointer: 000001ECE230A618, len: 37 <   He reads at random, reads in vain.>
4506 pointer: 000001ECE233CA88, len: 36 <   And far removed from rumour vain;>
4507 pointer: 000001ECE2308999, len: 34 <   I've wasted in amusements vain,>
4508 pointer: 000001ECE231D915, len: 37 <   Cease the pursuit of shadows vain,>
4509 pointer: 000001ECE231C315, len: 36 <   Wherein we lately left the twain.>
4510 pointer: 000001ECE23340B2, len: 42 <   Still eats and drinks enough for twain.>
4511 pointer: 000001ECE2327717, len: 40 <   And galloped home. But pistols twain,>
4512 pointer: 000001ECE230F4C5, len: 37 <   The converse of our hermits twain,>
4513 pointer: 000001ECE23255CC, len: 32 <   To raise a clamour and a din:>
4514 pointer: 000001ECE231BE59, len: 30 <   In solitude or worldly din,>
4515 pointer: 000001ECE2311CA1, len: 42 <   Three tears they dropt with humble mein>
4516 pointer: 000001ECE2328C9B, len: 32 <   Ere conversation could begin,>
4517 pointer: 000001ECE23255A9, len: 33 <   But by degrees the crowd begin>
4518 pointer: 000001ECE23135AE, len: 39 <   For God's sake, Lenski, don't begin!>
4519 pointer: 000001ECE230820C, len: 31 <   With words of foreign origin>
4520 pointer: 000001ECE232A98F, len: 38 <   The pall of night was growing thin,>
4521 pointer: 000001ECE231FFB7, len: 29 <   At morn an icy bath within>
4522 pointer: 000001ECE231BE79, len: 40 <   He heard his soul's complaint within,>
4523 pointer: 000001ECE2307502, len: 37 <   Still everywhere, without, within,>
4524 pointer: 000001ECE2318129, len: 64 <   which Pushkin himself together with his uncle Vassili Pushkin>
4525 pointer: 000001ECE2319108, len: 60 <   a short brilliant poem in praise of conviviality. Pushkin>
4526 pointer: 000001ECE2312AF0, len: 62 <   18th December 1788 by a Russian army under Prince Potemkin.>
4527 pointer: 000001ECE23062B0, len: 67 <   [Note 9: Paul Petròvitch Kaverine, a friend for whom Pushkin in>
4528 pointer: 000001ECE233DB72, len: 67 <   these are dead and some have journeyed afar.'' Saadi was born in>
4529 pointer: 000001ECE2313583, len: 41 <   Where-''-''What! another eclogue spin?>
4530 pointer: 000001ECE231ACBA, len: 64 <   are provided with a receptacle for a red-hot iron cylinder in>
4531 pointer: 000001ECE2328C79, len: 32 <   Zaretski with a knowing grin,>
4532 pointer: 000001ECE2336D7F, len: 35 <   [Note 80: A romance by Maturin.]>
4533 pointer: 000001ECE23081EB, len: 31 <   Pardon I ask for such a sin->
4534 pointer: 000001ECE2332B07, len: 69 <   city of the Tsars. There are three hundred and seventy churches in>
4535 pointer: 000001ECE2318A55, len: 63 <   the style of La Fontaine's ''Psyche.'' Its merit consists in>
4536 pointer: 000001ECE2318A14, len: 63 <   is ''Doushenka,'' ''The Darling,'' a composition somewhat in>
4537 pointer: 000001ECE2324911, len: 54 <   [Note 56: ''Malvina,'' a romance by Madame Cottin.]>
4538 pointer: 000001ECE2323603, len: 36 <   She sank upon the snow. But Bruin>
4539 pointer: 000001ECE2310F27, len: 36 <   In books he saw nought to condemn>
4540 pointer: 000001ECE2325DC5, len: 50 <   manufactured in the vicinity of the river Don.]>
4541 pointer: 000001ECE23300C1, len: 40 <   with effigies of the great Napoleon.]>
4542 pointer: 000001ECE2318ADB, len: 66 <   [Note 42: Parny-a French poet of the era of the first Napoleon,>
4543 pointer: 000001ECE233380A, len: 34 <   ''Here, he resides with Simeon.>
4544 pointer: 000001ECE2326EBF, len: 74 <   [Note 60: Francesco Albano, a celebrated painter, styled the ''Anacreon>
4545 pointer: 000001ECE232396D, len: 36 <   A canine face with horns thereon,>
4546 pointer: 000001ECE231496E, len: 31 <   And that unrivalled paragon,>
4547 pointer: 000001ECE2310A65, len: 37 <   And gossip of the town and fashion>
4548 pointer: 000001ECE231D64C, len: 41 <   Agreed! but then the whirl of fashion,>
4549 pointer: 000001ECE231D69E, len: 26 <   The torrent of opinion,>
4550 pointer: 000001ECE23292D4, len: 35 <   Behold! the world's opinion!(63)>
4551 pointer: 000001ECE2306374, len: 65 <   a noted ''dandy'' and man about town. The poet on one occasion>
4552 pointer: 000001ECE23281D6, len: 61 <   makes use of an identical phrase in describing an occasion>
4553 pointer: 000001ECE2327CE3, len: 57 <   astonish the mistress of a modern Belgravian mansion.]>
4554 pointer: 000001ECE2310A10, len: 38 <   But Tania ne'er displayed a passion>
4555 pointer: 000001ECE231D677, len: 37 <   The natural fickleness of passion,>
4556 pointer: 000001ECE230F9E3, len: 39 <   The youthful poet's fond confession.>
